2023-01-09,Spotify,10.69,debit,Music,Platinum Card
2023-01-08,Gas Company,45.00,debit,Utilities,Checking
2023-01-05,American Tavern,23.49,debit,Restaurants,Platinum Card
2023-01-04,Biweekly Paycheck,2000.00,credit,Paycheck,Checking
2023-01-03,Mortgage Payment,1100.00,debit,Mortgage & Rent,Checking
2023-01-03,Amazon,42.10,debit,Shopping,Platinum Card
2023-01-02,Credit Card Payment,499.60,debit,Credit Card Payment,Checking
2023-01-01,Amazon,13.09,debit,Shopping,Platinum Card
2022-12-29,Brewing Company,14.00,debit,Alcohol & Bars,Silver Card
2022-12-29,Credit Card Payment,860.05,credit,Credit Card Payment,Platinum Card
2022-12-29,Grocery Store,55.04,debit,Groceries,Silver Card
2022-12-28,Brewing Company,12.00,debit,Alcohol & Bars,Silver Card
2022-12-26,Chick-Fil-A,56.07,debit,Fast Food,Platinum Card
2022-12-26,Shell,32.47,debit,Gas & Fuel,Platinum Card
2022-12-26,Shell,7.48,debit,Gas & Fuel,Platinum Card
2022-12-26,Internet Service Provider,75.99,debit,Internet,Checking
2022-12-26,Amazon,44.99,debit,Shopping,Platinum Card
2022-12-24,Hardware Store,38.40,debit,Home Improvement,Platinum Card
2022-12-23,Hardware Store,28.00,debit,Home Improvement,Platinum Card
2022-12-22,New York Deli,21.38,debit,Fast Food,Platinum Card
2022-12-22,Hardware Store,22.14,debit,Home Improvement,Platinum Card
2022-12-21,Credit Card Payment,464.03,debit,Credit Card Payment,Checking
2022-12-21,Biweekly Paycheck,2000.00,credit,Paycheck,Checking
2022-12-20,Credit Card Payment,464.03,credit,Credit Card Payment,Silver Card
2022-12-20,Shell,30.38,debit,Gas & Fuel,Silver Card
2022-12-19,State Farm,75.00,debit,Auto Insurance,Checking
2022-12-19,Amazon,43.01,debit,Shopping,Platinum Card
2022-12-18,Starbucks,3.00,debit,Coffee Shops,Silver Card
2022-12-18,Credit Card Payment,311.02,credit,Credit Card Payment,Platinum Card
2022-12-18,Credit Card Payment,311.02,debit,Credit Card Payment,Checking
2022-12-18,Fancy Restaurant,56.52,debit,Restaurants,Silver Card
2022-12-18,Amazon,49.99,debit,Shopping,Platinum Card
2022-12-18,Amazon,41.72,debit,Shopping,Platinum Card
2022-12-18,Amazon,24.30,debit,Shopping,Platinum Card
2022-12-17,American Tavern,63.00,debit,Food & Dining,Silver Card
2022-12-17,BP,20.01,debit,Gas & Fuel,Silver Card
2022-12-17,City Water Charges,35.00,debit,Utilities,Checking
2022-12-14,Grocery Store,21.39,debit,Groceries,Silver Card
2022-12-14,Hardware Store,17.10,debit,Home Improvement,Silver Card
2022-12-14,Power Company,60.00,debit,Utilities,Checking
2022-12-13,Thai Restaurant,27.00,debit,Restaurants,Silver Card
2022-12-12,Phone Company,89.54,debit,Mobile Phone,Checking
2022-12-11,Brunch Restaurant,10.29,debit,Restaurants,Platinum Card
2022-12-09,Spotify,10.69,debit,Music,Platinum Card
2022-12-08,Grocery Store,12.64,debit,Groceries,Platinum Card
2022-12-07,Barbershop,30.00,debit,Haircut,Platinum Card
2022-12-07,Biweekly Paycheck,2000.00,credit,Paycheck,Checking
2022-12-06,Grocery Store,21.38,debit,Groceries,Platinum Card
2022-12-06,Grocery Store,13.48,debit,Groceries,Platinum Card
2022-12-06,Gas Company,40.00,debit,Utilities,Checking
2022-12-04,Starbucks,3.00,debit,Coffee Shops,Silver Card
2022-12-04,Latin Restaurant,20.65,debit,Fast Food,Platinum Card
2022-12-04,Netflix,11.76,debit,Movies & DVDs,Platinum Card
2022-12-03,BP,30.03,debit,Gas & Fuel,Silver Card
2022-12-03,Grocery Store,148.15,debit,Groceries,Silver Card
2022-12-03,Mortgage Payment,1209.18,debit,Mortgage & Rent,Checking
2022-12-01,Grocery Store,5.64,debit,Groceries,Silver Card
2022-12-01,Brunch Restaurant,8.00,debit,Restaurants,Silver Card
2022-12-01,Amazon,13.13,debit,Shopping,Platinum Card
2022-11-30,Credit Card Payment,582.99,debit,Credit Card Payment,Checking
2022-11-30,Grocery Store,6.27,debit,Groceries,Silver Card
2022-11-29,Credit Card Payment,582.99,credit,Credit Card Payment,Silver Card
2022-11-29,Credit Card Payment,751.50,credit,Credit Card Payment,Platinum Card
2022-11-27,Movie Theater,17.00,debit,Movies & DVDs,Silver Card
2022-11-27,American Tavern,28.40,debit,Restaurants,Silver Card
2022-11-26,American Tavern,16.80,debit,Alcohol & Bars,Silver Card
2022-11-26,Internet Service Provider,74.99,debit,Internet,Checking
2022-11-23,Biweekly Paycheck,2000.00,credit,Paycheck,Checking
2022-11-21,Grocery Store,5.64,debit,Groceries,Silver Card
2022-11-21,Hardware Store,37.41,debit,Home Improvement,Platinum Card
2022-11-20,State Farm,75.00,debit,Auto Insurance,Checking
2022-11-20,Credit Card Payment,421.96,credit,Credit Card Payment,Platinum Card
2022-11-19,Brewing Company,20.00,debit,Alcohol & Bars,Silver Card
2022-11-19,QuikTrip,29.15,debit,Gas & Fuel,Silver Card
2022-11-19,Hardware Store,10.02,debit,Home Improvement,Silver Card
2022-11-17,Brewing Company,22.80,debit,Alcohol & Bars,Platinum Card
2022-11-17,Hardware Store,15.47,debit,Home Improvement,Platinum Card
2022-11-17,Hardware Store,6.40,debit,Home Improvement,Platinum Card
2022-11-17,Greek Restaurant,23.26,debit,Restaurants,Platinum Card
2022-11-16,City Water Charges,35.00,debit,Utilities,Checking
2022-11-14,Power Company,60.00,debit,Utilities,Checking
2022-11-13,Grocery Store,4.80,debit,Groceries,Platinum Card
2022-11-13,Grocery Store,37.43,debit,Groceries,Platinum Card
2022-11-13,Grocery Store,10.15,debit,Groceries,Platinum Card
2022-11-13,Phone Company,89.54,debit,Mobile Phone,Checking
2022-11-12,Grocery Store,10.18,debit,Groceries,Platinum Card
2022-11-12,American Tavern,22.33,debit,Restaurants,Silver Card
2022-11-10,Brewing Company,27.00,debit,Alcohol & Bars,Platinum Card
2022-11-10,Chick-Fil-A,14.19,debit,Fast Food,Platinum Card
2022-11-10,Food Truck,24.40,debit,Groceries,Platinum Card
2022-11-09,Spotify,10.69,debit,Music,Platinum Card
2022-11-09,Biweekly Paycheck,2000.00,credit,Paycheck,Checking
2022-11-08,Grocery Store,5.64,debit,Groceries,Platinum Card
2022-11-06,Amazon,53.95,debit,Shopping,Platinum Card
2022-11-06,Gas Company,30.00,debit,Utilities,Checking
2022-11-05,Shell,36.51,debit,Gas & Fuel,Platinum Card
2022-11-04,Netflix,11.76,debit,Movies & DVDs,Platinum Card
2022-11-03,Pizza Place,23.66,debit,Fast Food,Platinum Card
2022-11-02,Credit Card Payment,262.51,credit,Credit Card Payment,Platinum Card
2022-11-02,Credit Card Payment,262.51,debit,Credit Card Payment,Checking
2022-11-02,Mortgage Payment,1209.18,debit,Mortgage & Rent,Checking
2022-11-01,Amazon,13.13,debit,Shopping,Platinum Card
2022-10-31,Grocery Store,5.64,debit,Groceries,Platinum Card
2022-10-28,Brewing Company,12.71,debit,Alcohol & Bars,Platinum Card
2022-10-28,Seafood Restaurant,14.75,debit,Food & Dining,Platinum Card
2022-10-28,Grocery Store,92.49,debit,Groceries,Platinum Card
2022-10-28,Italian Restaurant,54.00,debit,Restaurants,Platinum Card
2022-10-27,American Tavern,25.40,debit,Restaurants,Silver Card
2022-10-26,Biweekly Paycheck,2000.00,credit,Paycheck,Checking
2022-10-25,Internet Service Provider,74.99,debit,Internet,Checking
2022-10-25,Amazon,29.98,debit,Shopping,Platinum Card
2022-10-23,Grocery Store,7.57,debit,Groceries,Platinum Card
2022-10-22,Credit Card Payment,353.83,credit,Credit Card Payment,Silver Card
2022-10-22,Credit Card Payment,353.83,debit,Credit Card Payment,Checking
2022-10-22,BP,34.66,debit,Gas & Fuel,Platinum Card
2022-10-21,Credit Card Payment,544.37,credit,Credit Card Payment,Platinum Card
2022-10-18,State Farm,75.00,debit,Auto Insurance,Checking
2022-10-18,Grocery Store,33.55,debit,Groceries,Platinum Card
2022-10-18,Hardware Store,45.24,debit,Home Improvement,Platinum Card
2022-10-18,Brunch Restaurant,8.00,debit,Restaurants,Platinum Card
2022-10-17,City Water Charges,35.00,debit,Utilities,Checking
2022-10-16,Power Company,60.00,debit,Utilities,Checking
2022-10-12,Biweekly Paycheck,2000.00,credit,Paycheck,Checking
2022-10-11,Phone Company,89.40,debit,Mobile Phone,Checking
2022-10-10,Grocery Store,53.68,debit,Groceries,Silver Card
2022-10-09,Spotify,10.69,debit,Music,Platinum Card
2022-10-09,Amazon,19.98,debit,Shopping,Platinum Card
2022-10-09,Gas Company,30.00,debit,Utilities,Checking
2022-10-08,Shell,38.06,debit,Gas & Fuel,Silver Card
2022-10-08,Hardware Store,80.65,debit,Home Improvement,Silver Card
2022-10-08,Hardware Store,31.20,debit,Home Improvement,Silver Card
2022-10-06,American Tavern,27.00,debit,Restaurants,Silver Card
2022-10-04,Netflix,11.76,debit,Movies & DVDs,Platinum Card
2022-10-02,Credit Card Payment,124.03,credit,Credit Card Payment,Platinum Card
2022-10-02,Credit Card Payment,124.03,debit,Credit Card Payment,Checking
2022-10-02,Mortgage Payment,1209.18,debit,Mortgage & Rent,Checking
2022-10-01,Starbucks,3.00,debit,Coffee Shops,Platinum Card
2022-10-01,Credit Card Payment,128.12,debit,Credit Card Payment,Checking
2022-10-01,Grocery Store,15.66,debit,Groceries,Platinum Card
2022-10-01,Amazon,13.13,debit,Shopping,Platinum Card
2023-09-30,Starbucks,1.75,debit,Coffee Shops,Platinum Card
2023-09-30,Internet Service Provider,75.00,debit,Internet,Checking
2023-09-28,BP,33.46,debit,Gas & Fuel,Platinum Card
2023-09-28,Sheetz,4.27,debit,Gas & Fuel,Platinum Card
2023-09-27,Biweekly Paycheck,2250.00,credit,Paycheck,Checking
2023-09-23,Credit Card Payment,9.43,debit,Credit Card Payment,Checking
2023-09-23,Grocery Store,27.71,debit,Groceries,Platinum Card
2023-09-23,Amazon,24.63,debit,Shopping,Platinum Card
2023-09-22,Seafood Restaurant,131.10,debit,Restaurants,Platinum Card
2023-09-20,Credit Card Payment,9.43,credit,Credit Card Payment,Silver Card
2023-09-19,Brewing Company,40.81,debit,Alcohol & Bars,Platinum Card
2023-09-19,Starbucks,2.75,debit,Coffee Shops,Platinum Card
2023-09-18,State Farm,75.00,debit,Auto Insurance,Checking
2023-09-18,Credit Card Payment,1606.46,debit,Credit Card Payment,Checking
2023-09-17,Credit Card Payment,186.13,credit,Credit Card Payment,Platinum Card
2023-09-17,Power Company,60.00,debit,Utilities,Checking
2023-09-16,Credit Card Payment,90.57,debit,Credit Card Payment,Checking
2023-09-16,Credit Card Payment,90.57,credit,Credit Card Payment,Silver Card
2023-09-16,City Water Charges,35.00,debit,Utilities,Checking
2023-09-15,Amazon,47.66,debit,Shopping,Platinum Card
2023-09-14,Grocery Store,46.44,debit,Groceries,Platinum Card
2023-09-13,Starbucks,2.75,debit,Coffee Shops,Platinum Card
2023-09-13,Biweekly Paycheck,2250.00,credit,Paycheck,Checking
2023-09-12,Credit Card Payment,360.56,debit,Credit Card Payment,Checking
2023-09-11,Credit Card Payment,360.56,credit,Credit Card Payment,Silver Card
2023-09-11,Phone Company,65.00,debit,Mobile Phone,Checking
2023-09-09,Shell,28.77,debit,Gas & Fuel,Platinum Card
2023-09-09,Grocery Store,65.09,debit,Groceries,Silver Card
2023-09-09,Hardware Store,26.25,debit,Home Improvement,Silver Card
2023-09-09,Spotify,10.69,debit,Music,Platinum Card
2023-09-09,Gas Company,30.00,debit,Utilities,Checking
2023-09-08,Brewing Company,19.30,debit,Alcohol & Bars,Platinum Card
2023-09-07,Brewing Company,12.87,debit,Alcohol & Bars,Platinum Card
2023-09-06,Credit Card Payment,1390.37,credit,Credit Card Payment,Platinum Card
2023-09-06,Credit Card Payment,1390.37,debit,Credit Card Payment,Checking
2023-09-06,Credit Card Payment,502.75,debit,Credit Card Payment,Checking
2023-09-05,Starbucks,3.75,debit,Coffee Shops,Platinum Card
2023-09-04,Netflix,13.90,debit,Television,Platinum Card
2023-09-03,Mortgage Payment,1100.00,debit,Mortgage & Rent,Checking
2023-09-03,Fancy Restaurant,41.24,debit,Restaurants,Silver Card
2023-09-01,Amazon,13.09,debit,Shopping,Platinum Card
2023-08-31,Hardware Store,68.04,debit,Home Improvement,Platinum Card
2023-08-31,BBQ Restaurant,41.78,debit,Restaurants,Silver Card
2023-08-30,Starbucks,2.75,debit,Coffee Shops,Platinum Card
2023-08-30,Internet Service Provider,75.00,debit,Internet,Checking
2023-08-30,Biweekly Paycheck,2250.00,credit,Paycheck,Checking
2023-08-29,Starbucks,3.00,debit,Coffee Shops,Platinum Card
2023-08-26,Hardware Store,66.75,debit,Home Improvement,Silver Card
2023-08-25,Brunch Restaurant,39.43,debit,Restaurants,Platinum Card
2023-08-23,Starbucks,2.75,debit,Coffee Shops,Platinum Card
2023-08-21,Shell,34.69,debit,Gas & Fuel,Platinum Card
2023-08-20,State Farm,75.00,debit,Auto Insurance,Checking
2023-08-20,Starbucks,2.75,debit,Coffee Shops,Platinum Card
2023-08-19,Credit Card Payment,1248.95,debit,Credit Card Payment,Checking
2023-08-17,Credit Card Payment,87.17,credit,Credit Card Payment,Platinum Card
2023-08-17,Grocery Store,33.15,debit,Groceries,Platinum Card
2023-08-17,Barbershop,19.00,debit,Haircut,Platinum Card
2023-08-17,American Tavern,3.50,debit,Restaurants,Platinum Card
2023-08-16,Biweekly Paycheck,2250.00,credit,Paycheck,Checking
2023-08-16,City Water Charges,35.00,debit,Utilities,Checking
2023-08-15,Credit Card Payment,335.20,debit,Credit Card Payment,Checking
2023-08-15,Power Company,60.00,debit,Utilities,Checking
2023-08-14,Starbucks,2.75,debit,Coffee Shops,Platinum Card
2023-08-12,Phone Company,65.00,debit,Mobile Phone,Checking
2023-08-12,Thai Restaurant,26.67,debit,Restaurants,Silver Card
2023-08-09,Spotify,10.69,debit,Music,Platinum Card
2023-08-09,Gas Company,30.00,debit,Utilities,Checking
2023-08-08,Grocery Store,11.72,debit,Groceries,Silver Card
2023-08-06,Credit Card Payment,521.17,debit,Credit Card Payment,Checking
2023-08-06,Credit Card Payment,117.65,debit,Credit Card Payment,Checking
2023-08-06,Hardware Store,125.00,debit,Home Improvement,Checking
2023-08-05,Brewing Company,18.00,debit,Alcohol & Bars,Silver Card
2023-08-05,Credit Card Payment,349.28,credit,Credit Card Payment,Platinum Card
2023-08-05,Credit Card Payment,117.65,credit,Credit Card Payment,Silver Card
2023-08-04,Netflix,13.90,debit,Television,Platinum Card
2023-08-03,BP,36.36,debit,Gas & Fuel,Platinum Card
2023-08-03,Grocery Store,3.96,debit,Groceries,Platinum Card
2023-08-03,American Tavern,23.47,debit,Restaurants,Platinum Card
2023-08-02,Mortgage Payment,1100.00,debit,Mortgage & Rent,Checking
2023-08-02,Biweekly Paycheck,2250.00,credit,Paycheck,Checking
2023-08-01,Amazon,13.09,debit,Shopping,Platinum Card
2023-07-30,Grocery Store,15.77,debit,Groceries,Platinum Card
2023-07-30,Internet Service Provider,75.00,debit,Internet,Checking
2023-07-29,Grocery Store,5.35,debit,Groceries,Platinum Card
2023-07-29,Fancy Restaurant,44.92,debit,Restaurants,Silver Card
2023-07-28,Hardware Store,44.31,debit,Home Improvement,Platinum Card
2023-07-27,Barbershop,30.00,debit,Haircut,Silver Card
2023-07-24,Starbucks,2.50,debit,Coffee Shops,Silver Card
2023-07-23,Credit Card Payment,257.08,debit,Credit Card Payment,Checking
2023-07-22,Credit Card Payment,257.08,credit,Credit Card Payment,Silver Card
2023-07-22,Thai Restaurant,26.67,debit,Restaurants,Silver Card
2023-07-19,Credit Card Payment,115.52,credit,Credit Card Payment,Platinum Card
2023-07-19,Biweekly Paycheck,2250.00,credit,Paycheck,Checking
2023-07-19,Mexican Restaurant,28.00,debit,Restaurants,Platinum Card
2023-07-18,State Farm,75.00,debit,Auto Insurance,Checking
2023-07-18,Credit Card Payment,814.50,debit,Credit Card Payment,Checking
2023-07-18,BP,36.42,debit,Gas & Fuel,Silver Card
2023-07-18,Grocery Store,29.83,debit,Groceries,Platinum Card
2023-07-18,Brunch Restaurant,8.82,debit,Restaurants,Platinum Card
2023-07-17,City Water Charges,35.00,debit,Utilities,Checking
2023-07-16,Amazon,89.99,debit,Shopping,Platinum Card
2023-07-16,Power Company,60.00,debit,Utilities,Checking
2023-07-15,Grocery Store,87.14,debit,Groceries,Silver Card
2023-07-10,Phone Company,65.00,debit,Mobile Phone,Checking
2023-07-10,Gas Company,30.00,debit,Utilities,Checking
2023-07-09,Credit Card Payment,549.72,credit,Credit Card Payment,Platinum Card
2023-07-09,Spotify,10.69,debit,Music,Platinum Card
2023-07-08,Credit Card Payment,305.28,debit,Credit Card Payment,Checking
2023-07-08,Credit Card Payment,220.08,debit,Credit Card Payment,Checking
2023-07-07,Hardware Store,103.14,debit,Home Improvement,Platinum Card
2023-07-06,Credit Card Payment,220.08,credit,Credit Card Payment,Silver Card
2023-07-06,Grocery Store,92.98,debit,Groceries,Platinum Card
2023-07-06,Greek Restaurant,23.26,debit,Restaurants,Platinum Card
2023-07-05,Brewing Company,19.00,debit,Alcohol & Bars,Silver Card
2023-07-05,Biweekly Paycheck,2250.00,credit,Paycheck,Checking
2023-07-04,Netflix,13.90,debit,Television,Platinum Card
2023-07-02,Hardware Store,229.90,debit,Home Improvement,Platinum Card
2023-07-02,Mortgage Payment,1100.00,debit,Mortgage & Rent,Checking
2023-07-01,Starbucks,7.00,debit,Coffee Shops,Silver Card
2023-07-01,Grocery Store,99.47,debit,Groceries,Silver Card
2023-07-01,Hawaiian Grill,24.97,debit,Restaurants,Silver Card
2023-07-01,Thai Restaurant,24.00,debit,Restaurants,Silver Card
2023-07-01,Amazon,13.09,debit,Shopping,Platinum Card
2023-06-30,Internet Service Provider,75.00,debit,Internet,Checking
2023-06-28,BP,30.64,debit,Gas & Fuel,Silver Card
2023-06-24,Brewing Company,15.00,debit,Alcohol & Bars,Silver Card
2023-06-21,Credit Card Payment,100.68,debit,Credit Card Payment,Checking
2023-06-21,Biweekly Paycheck,2000.00,credit,Paycheck,Checking
2023-06-20,Credit Card Payment,375.26,debit,Credit Card Payment,Checking
2023-06-20,Mike's Construction Co.,9200.00,debit,Home Improvement,Checking
2023-06-20,Credit Card Payment,100.68,credit,Credit Card Payment,Silver Card
2023-06-19,State Farm,75.00,debit,Auto Insurance,Checking
2023-06-18,Brewing Company,15.00,debit,Alcohol & Bars,Silver Card
2023-06-18,Shell,41.83,debit,Gas & Fuel,Silver Card
2023-06-17,City Water Charges,35.00,debit,Utilities,Checking
2023-06-17,Power Company,60.00,debit,Utilities,Checking
2023-06-15,BP,33.16,debit,Gas & Fuel,Silver Card
2023-06-14,Grocery Store,10.69,debit,Groceries,Silver Card
2023-06-13,Credit Card Payment,152.72,credit,Credit Card Payment,Platinum Card
2023-06-13,Credit Card Payment,152.72,debit,Credit Card Payment,Checking
2023-06-12,Phone Company,65.00,debit,Mobile Phone,Checking
2023-06-09,Spotify,10.69,debit,Music,Platinum Card
2023-06-07,Credit Card Payment,458.56,debit,Credit Card Payment,Checking
2023-06-07,Biweekly Paycheck,2000.00,credit,Paycheck,Checking
2023-06-07,Gas Company,30.00,debit,Utilities,Checking
2023-06-06,Starbucks,3.75,debit,Coffee Shops,Platinum Card
2023-06-06,Grocery Store,5.64,debit,Groceries,Platinum Card
2023-06-05,Grocery Store,23.00,debit,Groceries,Platinum Card
2023-06-05,Mexican Restaurant,23.24,debit,Restaurants,Platinum Card
2023-06-04,Barbershop,30.00,debit,Haircut,Platinum Card
2023-06-04,Netflix,13.90,debit,Television,Platinum Card
2023-06-03,Starbucks,2.75,debit,Coffee Shops,Platinum Card
2023-06-03,Credit Card Payment,260.95,credit,Credit Card Payment,Platinum Card
2023-06-03,Mortgage Payment,1100.00,debit,Mortgage & Rent,Checking
2023-06-01,Amazon,13.09,debit,Shopping,Platinum Card
2023-05-30,Internet Service Provider,75.00,debit,Internet,Checking
2023-05-30,American Tavern,34.82,debit,Restaurants,Platinum Card
2023-05-28,Credit Card Payment,765.68,debit,Credit Card Payment,Checking
2023-05-27,Mexican Restaurant,34.33,debit,Restaurants,Platinum Card
2023-05-25,QuikTrip,36.76,debit,Gas & Fuel,Platinum Card
2023-05-25,Hardware Store,30.99,debit,Home Improvement,Platinum Card
2023-05-24,Credit Card Payment,765.68,credit,Credit Card Payment,Silver Card
2023-05-24,Hardware Store,27.96,debit,Home Improvement,Platinum Card
2023-05-24,Biweekly Paycheck,2000.00,credit,Paycheck,Checking
2023-05-24,Brunch Restaurant,8.00,debit,Restaurants,Platinum Card
2023-05-20,State Farm,75.00,debit,Auto Insurance,Checking
2023-05-20,Credit Card Payment,415.47,debit,Credit Card Payment,Checking
2023-05-20,American Tavern,32.53,debit,Restaurants,Silver Card
2023-05-17,Credit Card Payment,575.33,credit,Credit Card Payment,Platinum Card
2023-05-17,City Water Charges,35.00,debit,Utilities,Checking
2023-05-15,Power Company,60.00,debit,Utilities,Checking
2023-05-14,Grocery Store,2.02,debit,Groceries,Silver Card
2023-05-13,Credit Card Payment,480.88,debit,Credit Card Payment,Checking
2023-05-13,QuikTrip,35.24,debit,Gas & Fuel,Silver Card
2023-05-13,Fancy Restaurant,98.19,debit,Restaurants,Silver Card
2023-05-13,Greek Restaurant,23.11,debit,Restaurants,Silver Card
2023-05-10,Best Buy,21.39,debit,Electronics & Software,Silver Card
2023-05-10,Phone Company,65.00,debit,Mobile Phone,Checking
2023-05-10,Biweekly Paycheck,2000.00,credit,Paycheck,Checking
2023-05-09,Best Buy,331.69,debit,Electronics & Software,Platinum Card
2023-05-09,Spotify,10.69,debit,Music,Platinum Card
2023-05-09,Target,3.20,debit,Shopping,Platinum Card
2023-05-09,Gas Company,30.00,debit,Utilities,Checking
2023-05-07,Amazon,38.56,debit,Shopping,Platinum Card
2023-05-06,Amazon,16.94,debit,Shopping,Platinum Card
2023-05-04,Netflix,13.90,debit,Television,Platinum Card
2023-05-03,Credit Card Payment,758.07,debit,Credit Card Payment,Checking
2023-05-02,Mortgage Payment,1100.00,debit,Mortgage & Rent,Checking
2023-05-01,Amazon,13.09,debit,Shopping,Platinum Card
2023-04-30,BP,39.08,debit,Gas & Fuel,Platinum Card
2023-04-29,Credit Card Payment,268.96,debit,Credit Card Payment,Checking
2023-04-29,Grocery Store,5.64,debit,Groceries,Platinum Card
2023-04-27,Brewing Company,40.00,debit,Alcohol & Bars,Platinum Card
2023-04-27,Credit Card Payment,268.96,credit,Credit Card Payment,Silver Card
2023-04-27,American Tavern,14.74,debit,Restaurants,Silver Card
2023-04-26,Biweekly Paycheck,2000.00,credit,Paycheck,Checking
2023-04-25,Internet Service Provider,75.00,debit,Internet,Checking
2023-04-23,Hardware Store,29.56,debit,Home Improvement,Silver Card
